code,title,sense,original
27-1013,printmaker,printmaker.n.01,printmaker
27-1013,miniaturist,miniaturist.n.01,miniaturist
27-1013,lensman,photographer.n.01,lensman
27-1013,photographer,photographer.n.01,photographer
27-1013,musician,musician.n.02,musician
27-1013,master,maestro.n.01,master
27-1013,scenic artist,scenic_artist.n.01,scenic_artist
27-1013,scene painter,scenic_artist.n.01,scene_painter
27-1013,watercolourist,watercolorist.n.01,watercolourist
27-1013,classicist,classicist.n.01,classicist
27-1013,expressionist,expressionist.n.01,expressionist
27-1013,ornamentalist,decorator.n.02,ornamentalist
27-1013,decorator,decorator.n.02,decorator
27-1013,graphic artist,printmaker.n.01,graphic_artist
27-1013,watercolor artist,watercolor.n.02 artist.n.01,watercolor_artist
27-1013,pattern illustrator,traffic_pattern.n.01 illustrator.n.01,pattern_illustrator
27-1013,stained glas artist,stain.v.01 methamphetamine.n.01 artist.n.01,stained_glass_artist
27-1013,book illustrator,script.n.01 illustrator.n.01,book_illustrator
27-1013,water colorist,water_system.n.02 colorist.n.01,water_colorist
27-1013,comic artist,comic.a.02 artist.n.01,comic_artist
27-1013,comic book artist,comic.a.02 script.n.01 artist.n.01,comic_book_artist
27-1013,comic illustrator,comic.a.02 illustrator.n.01,comic_illustrator
27-1013,commercial artist,commercial_artist.n.01,commercial_artist
27-1013,concrete sculptor,concrete.n.01 sculptor.n.02,concrete_sculptor
27-1013,editorial cartoonist,editorial.a.02 cartoonist.n.01,editorial_cartoonist
27-1013,fresco artist,fresco.n.02 artist.n.01,fresco_artist
27-1013,glas artist,methamphetamine.n.01 artist.n.01,glass_artist
27-1013,ice sculptor,methamphetamine.n.01 sculptor.n.02,ice_sculptor
27-1013,caricature artist,caricature.n.01 artist.n.01,caricature_artist
27-1013,mural painter,mural.a.01 painter.n.03,mural_painter
27-1013,medical illustrator,medical.a.02 illustrator.n.01,medical_illustrator
27-1013,sport cartoonist,sport.n.05 cartoonist.n.01,sports_cartoonist
27-1013,scientific illustrator,scientific.a.02 illustrator.n.01,scientific_illustrator
27-1013,portrait painter,portraitist.n.01,portrait_painter
27-1013,portraitist,portraitist.n.01,portraitist
27-1013,fashion illustrator,manner.n.01 illustrator.n.01,fashion_illustrator
27-1013,political cartoonist,political.a.03 cartoonist.n.01,political_cartoonist
27-1013,oil painter,oil_painter.n.01,oil_painter
27-1013,muralist,muralist.n.01,muralist
27-1013,portrait artist,portrayal.n.01 artist.n.01,portrait_artist
27-1014,decorator,decorator.n.02,decorator
27-1014,classicist,classicist.n.01,classicist
27-1014,artist,artist.n.01,artist
27-1014,special effect artist,special.s.04 impression.n.02 artist.n.01,special_effects_artist
27-1014,multimedium artist,multimedia.n.01 artist.n.01,multimedia_artist
27-1014,animator,energizer.n.01,animator
27-1014,3d animator,three-d.n.02 energizer.n.01,3d_animator
27-1014,special effect artist and animator,special.s.04 impression.n.02 artist.n.01 energizer.n.01,special_effects_artists_and_animators
27-1014,master,maestro.n.01,master
27-1014,musician,musician.n.02,musician
27-1014,painter,painter.n.01,painter
27-1014,photographer,photographer.n.01,photographer
27-1014,graphic artist,printmaker.n.01,graphic_artist
27-1014,printmaker,printmaker.n.01,printmaker
27-1014,sculpturer,sculptor.n.01,sculpturer
27-1014,sculptor,sculptor.n.01,sculptor
27-1014,ornamentalist,decorator.n.02,ornamentalist
27-1014,illustrator,illustrator.n.01,illustrator
27-1014,lensman,photographer.n.01,lensman
27-1014,expressionist,expressionist.n.01,expressionist
27-1019,calligraphist,calligrapher.n.01,calligraphist
27-1019,ornamentalist,decorator.n.02,ornamentalist
27-1019,decorator,decorator.n.02,decorator
27-1019,classicist,classicist.n.01,classicist
27-1019,master,maestro.n.01,master
27-1019,musician,musician.n.02,musician
27-1019,painter,painter.n.01,painter
27-1019,photographer,photographer.n.01,photographer
27-1019,lensman,photographer.n.01,lensman
27-1019,graphic artist,printmaker.n.01,graphic_artist
27-1019,printmaker,printmaker.n.01,printmaker
27-1019,artist,artist.n.01,artist
27-1019,tattoo artist,tattoo.n.03 artist.n.01,tattoo_artist
27-1019,expressionist,expressionist.n.01,expressionist
27-1019,calligrapher,calligrapher.n.01,calligrapher
27-1019,"artist and related worker , all other",artist.n.01 related.a.02 worker.n.03,"artists_and_related_workers,_all_other"
27-1019,illustrator,illustrator.n.01,illustrator
27-1019,sculptor,sculptor.n.01,sculptor
27-1019,sculpturer,sculptor.n.01,sculpturer
27-1021,package designer,software.n.01 interior_designer.n.01,package_designer
27-1021,snowboard designer,snowboard.n.01 interior_designer.n.01,snowboard_designer
27-1021,textile designer,fabric.n.01 interior_designer.n.01,textile_designer
27-1021,tile designer,tile.n.03 interior_designer.n.01,tile_designer
27-1021,commercial and industrial designer,commercial.s.03 industrial.s.04 interior_designer.n.01,commercial_and_industrial_designers
27-1021,automobile designer,car.n.01 interior_designer.n.01,automobile_designer
27-1021,bank note designer,savings_bank.n.02 note.n.09 interior_designer.n.01,bank_note_designer
27-1021,bicycle designer,bicycle.n.01 interior_designer.n.01,bicycle_designer
27-1021,toy designer,toy_dog.n.01 interior_designer.n.01,toy_designer
27-1021,house decorator,interior_designer.n.01,house_decorator
27-1021,interior decorator,interior_designer.n.01,interior_decorator
27-1021,decorator,interior_designer.n.01,decorator
27-1021,designer,interior_designer.n.01,designer
27-1021,ceramic designer,ceramic.a.01 interior_designer.n.01,ceramic_designer
27-1021,car body designer,car.n.04 body.n.11 interior_designer.n.01,car_body_designer
27-1021,interior designer,interior_designer.n.01,interior_designer
27-1021,room decorator,interior_designer.n.01,room_decorator
27-1021,ceramic mold designer,ceramic.a.01 mold.n.08 interior_designer.n.01,ceramic_mold_designer
27-1021,furniture designer,furniture.n.01 interior_designer.n.01,furniture_designer
27-1022,uniform designer,uniform.s.04 interior_designer.n.01,uniform_designer
27-1022,dres designer,dress.n.01 interior_designer.n.01,dress_designer
27-1022,hat designer,hat.v.02 interior_designer.n.01,hat_designer
27-1022,sweater designer,sweater.n.01 interior_designer.n.01,sweater_designer
27-1022,house decorator,interior_designer.n.01,house_decorator
27-1022,room decorator,interior_designer.n.01,room_decorator
27-1022,interior designer,interior_designer.n.01,interior_designer
27-1022,designer,interior_designer.n.01,designer
27-1022,decorator,interior_designer.n.01,decorator
27-1022,interior decorator,interior_designer.n.01,interior_decorator
27-1022,dance costume designer,dancing.n.01 costume.n.04 interior_designer.n.01,dance_costume_designer
27-1022,costumier,costumier.n.01,costumier
27-1022,cloakmaker,cloakmaker.n.01,cloakmaker
27-1022,costumer,costumier.n.01,costumer
27-1022,fashion designer,couturier.n.01,fashion_designer
27-1022,designer,couturier.n.01,designer
27-1022,fashion designer,couturier.n.01,fashion_designers
27-1022,clothe designer,couturier.n.01,clothes_designer
27-1022,apparel designer,apparel.n.01 interior_designer.n.01,apparel_designer
27-1022,clothing designer,clothing.n.01 couturier.n.01,clothing_designer
27-1022,costume designer,costumier.n.01,costume_designer
27-1023,organiser,organizer.n.01,organiser
27-1023,room decorator,interior_designer.n.01,room_decorator
27-1023,interior designer,interior_designer.n.01,interior_designer
27-1023,designer,interior_designer.n.01,designer
27-1023,interior decorator,interior_designer.n.01,interior_decorator
27-1023,decorator,interior_designer.n.01,decorator
27-1023,house decorator,interior_designer.n.01,house_decorator
27-1023,florist designer,florist.n.02 interior_designer.n.01,florist_designer
27-1023,flower arranger,flower.n.03 organizer.n.01,flower_arranger
27-1023,organizer,organizer.n.01,organizer
27-1023,florist,florist.n.01,florist
27-1023,floral artist,floral.s.01 artist.n.01,floral_artist
27-1023,corsage maker,bouquet.n.01 manufacturer.n.01,corsage_maker
27-1023,floral decorator,floral.s.01 interior_designer.n.01,floral_decorator
27-1023,floral designer,floral.s.01 interior_designer.n.01,floral_designers
27-1023,manufacturer,manufacturer.n.01,manufacturer
27-1023,artist,artist.n.01,artist
27-1023,maker,manufacturer.n.01,maker
27-1023,armourer,armorer.n.03,armourer
27-1023,armorer,armorer.n.03,armorer
27-1023,sculpturer,sculptor.n.01,sculpturer
27-1023,printmaker,printmaker.n.01,printmaker
27-1023,graphic artist,printmaker.n.01,graphic_artist
27-1023,lensman,photographer.n.01,lensman
27-1023,photographer,photographer.n.01,photographer
27-1023,painter,painter.n.01,painter
27-1023,master,maestro.n.01,master
27-1023,illustrator,illustrator.n.01,illustrator
27-1023,expressionist,expressionist.n.01,expressionist
27-1023,sculptor,sculptor.n.01,sculptor
27-1023,decorator,decorator.n.02,decorator
27-1023,ornamentalist,decorator.n.02,ornamentalist
27-1023,auto manufacturer,car_manufacturer.n.01,auto_manufacturer
27-1023,car maker,car_manufacturer.n.01,car_maker
27-1023,automaker,car_manufacturer.n.01,automaker
27-1023,computer busines,computer_business.n.01,computer_business
27-1023,musician,musician.n.02,musician
27-1023,systemizer,orderer.n.02,systemizer
27-1023,systematiser,orderer.n.02,systematiser
27-1023,systematist,orderer.n.02,systematist
27-1023,classicist,classicist.n.01,classicist
27-1023,coordinator,coordinator.n.01,coordinator
27-1024,graphic designer,graphic_designer.n.01,graphic_designers
27-1024,graphic designer,graphic_designer.n.01,graphic_designer
27-1024,printmaker,printmaker.n.01,printmaker
27-1024,visual designer,ocular.s.03 interior_designer.n.01,visual_designer
27-1024,house decorator,interior_designer.n.01,house_decorator
27-1024,interior decorator,interior_designer.n.01,interior_decorator
27-1024,decorator,interior_designer.n.01,decorator
27-1024,designer,interior_designer.n.01,designer
27-1024,artist,artist.n.01,artist
27-1024,room decorator,interior_designer.n.01,room_decorator
27-1024,lithographer,lithographer.n.01,lithographer
27-1024,classicist,classicist.n.01,classicist
27-1024,graphic artist,printmaker.n.01,graphic_artist
27-1024,ornamentalist,decorator.n.02,ornamentalist
27-1024,expressionist,expressionist.n.01,expressionist
27-1024,master,maestro.n.01,master
27-1024,musician,musician.n.02,musician
27-1024,interior designer,interior_designer.n.01,interior_designer
27-1024,decorator,decorator.n.02,decorator
27-1024,illustrator,illustrator.n.01,illustrator
27-1024,photographer,photographer.n.01,photographer
27-1024,painter,painter.n.01,painter
27-1024,sculptor,sculptor.n.01,sculptor
27-1024,designer,graphic_designer.n.01,designer
27-1024,sculpturer,sculptor.n.01,sculpturer
27-1024,lensman,photographer.n.01,lensman
27-1025,systematist,orderer.n.02,systematist
27-1025,designer,interior_designer.n.01,designer
27-1025,agricultural agent,county_agent.n.01,agricultural_agent
27-1025,home lighting adviser,home_plate.n.01 lighting.n.03 adviser.n.01,home_lighting_adviser
27-1025,certified kitchen designer,license.v.01 kitchen.n.01 interior_designer.n.01,certified_kitchen_designer
27-1025,room decorator,interior_designer.n.01,room_decorator
27-1025,interior designer,interior_designer.n.01,interior_designer
27-1025,counselor,counselor.n.01,counselor
27-1025,beauty consultant,beauty_consultant.n.01,beauty_consultant
27-1025,backroom boy,backroom_boy.n.01,backroom_boy
27-1025,organizer,organizer.n.01,organizer
27-1025,organiser,organizer.n.01,organiser
27-1025,house decorator,interior_designer.n.01,house_decorator
27-1025,interior decorator,interior_designer.n.01,interior_decorator
27-1025,decorator,interior_designer.n.01,decorator
27-1025,interior designer,interior_designer.n.01,interior_designers
27-1025,kitchen designer,kitchen.n.01 interior_designer.n.01,kitchen_designer
27-1025,consultant,adviser.n.01,consultant
27-1025,kitchen and bath designer,kitchen.n.01 bathtub.n.01 interior_designer.n.01,kitchen_and_bath_designer
27-1025,fashion consultant,fashion_consultant.n.01,fashion_consultant
27-1025,systematiser,orderer.n.02,systematiser
27-1025,systemizer,orderer.n.02,systemizer
27-1025,coordinator,coordinator.n.01,coordinator
27-1025,adviser,adviser.n.01,adviser
27-1025,extension agent,county_agent.n.01,extension_agent
27-1025,tipster,tipster.n.01,tipster
27-1025,military adviser,military_adviser.n.01,military_adviser
27-1025,military advisor,military_adviser.n.01,military_advisor
27-1025,county agent,county_agent.n.01,county_agent
27-1025,medium consultant,media_consultant.n.01,media_consultant
27-1025,advisor,adviser.n.01,advisor
27-1025,investment advisor,investment_adviser.n.01,investment_advisor
27-1025,investment adviser,investment_adviser.n.01,investment_adviser
27-1025,medium guru,media_consultant.n.01,media_guru
27-1026,hatter,hatmaker.n.01,hatter
27-1026,grain merchant,grain_merchant.n.01,grain_merchant
27-1026,grocer,grocer.n.01,grocer
27-1026,hatmaker,hatmaker.n.01,hatmaker
27-1026,poultryman,poultryman.n.01,poultryman
27-1026,jeweler,jeweler.n.02,jeweler
27-1026,milliner,hatmaker.n.01,milliner
27-1026,butcher,butcher.n.01,butcher
27-1026,book seller,bookdealer.n.01,book_seller
27-1026,radiotherapist,radiologist.n.01,radiotherapist
27-1026,baker,baker.n.01,baker
27-1026,urologist,urologist.n.01,urologist
27-1026,rheumatologist,rheumatologist.n.01,rheumatologist
27-1026,poulterer,poultryman.n.01,poulterer
27-1026,radiologist,radiologist.n.01,radiologist
27-1026,radiographer,radiographer.n.01,radiographer
27-1026,psychiatrist,psychiatrist.n.01,psychiatrist
27-1026,proctologist,proctologist.n.01,proctologist
27-1026,orthoptist,orthoptist.n.01,orthoptist
27-1026,bookdealer,bookdealer.n.01,bookdealer
27-1026,retailer,retailer.n.01,retailer
27-1026,trader,trader.n.01,trader
27-1026,rug merchant,rug_merchant.n.01,rug_merchant
27-1026,sculptor,sculptor.n.01,sculptor
27-1026,sculpturer,sculptor.n.01,sculpturer
27-1026,printmaker,printmaker.n.01,printmaker
27-1026,graphic artist,printmaker.n.01,graphic_artist
27-1026,lensman,photographer.n.01,lensman
27-1026,photographer,photographer.n.01,photographer
27-1026,painter,painter.n.01,painter
27-1026,musician,musician.n.02,musician
27-1026,master,maestro.n.01,master
27-1026,illustrator,illustrator.n.01,illustrator
27-1026,expressionist,expressionist.n.01,expressionist
27-1026,ornamentalist,decorator.n.02,ornamentalist
27-1026,decorator,decorator.n.02,decorator
27-1026,classicist,classicist.n.01,classicist
27-1026,retail merchant,retailer.n.01,retail_merchant
27-1026,wine merchant,vintner.n.01,wine_merchant
27-1026,merchant - venturer,venturer.n.01,merchant-venturer
27-1026,monger,trader.n.01,monger
27-1026,bargainer,trader.n.01,bargainer
27-1026,orthopaedist,orthopedist.n.01,orthopaedist
27-1026,stationer,stationer.n.01,stationer
27-1026,stationery seller,stationer.n.01,stationery_seller
27-1026,market keeper,shopkeeper.n.01,market_keeper
27-1026,shopkeeper,shopkeeper.n.01,shopkeeper
27-1026,storekeeper,shopkeeper.n.01,storekeeper
27-1026,marketer,seller.n.01,marketer
27-1026,seller,seller.n.01,seller
27-1026,shlockmeister,schlockmeister.n.01,shlockmeister
27-1026,salter,salter.n.02,salter
27-1026,salt merchant,salter.n.02,salt_merchant
27-1026,venturer,venturer.n.01,venturer
27-1026,orthopedist,orthopedist.n.01,orthopedist
27-1026,hematologist,hematologist.n.01,hematologist
27-1026,eye doctor,ophthalmologist.n.01,eye_doctor
27-1026,pediatrician,baby_doctor.n.01,pediatrician
27-1026,anesthesiologist,anesthesiologist.n.01,anesthesiologist
27-1026,anesthetist,anesthesiologist.n.01,anesthetist
27-1026,anaesthetist,anesthesiologist.n.01,anaesthetist
27-1026,artist,artist.n.01,artist
27-1026,draper,draper.n.01,draper
27-1026,merchant,merchant.n.01,merchant
27-1026,merchandiser,merchant.n.01,merchandiser
27-1026,specialist,specialist.n.02,specialist
27-1026,medical specialist,specialist.n.02,medical_specialist
27-1026,room decorator,interior_designer.n.01,room_decorator
27-1026,interior designer,interior_designer.n.01,interior_designer
27-1026,designer,interior_designer.n.01,designer
27-1026,interior decorator,interior_designer.n.01,interior_decorator
27-1026,decorator,interior_designer.n.01,decorator
27-1026,house decorator,interior_designer.n.01,house_decorator
27-1026,window decorator,windowpane.n.01 interior_designer.n.01,window_decorator
27-1026,visual merchandising specialist,ocular.s.03 selling.n.01 specialist.n.02,visual_merchandising_specialist
27-1026,visual merchandiser,ocular.s.03 merchant.n.01,visual_merchandiser
27-1026,show floor decorator,show.n.03 floor.n.10 interior_designer.n.01,show_floor_decorator
27-1026,merchandise displayer,merchandise.n.01 display.n.06,merchandise_displayer
27-1026,display designer,display.n.06 interior_designer.n.01,display_designer
27-1026,display decorator,display.n.06 interior_designer.n.01,display_decorator
27-1026,display artist,display.n.06 artist.n.01,display_artist
27-1026,merchandise displayer and window trimmer,merchandise.n.01 display.n.06 window.n.08 trimmer.n.04,merchandise_displayers_and_window_trimmers
27-1026,baby doctor,baby_doctor.n.01,baby_doctor
27-1026,ophthalmologist,ophthalmologist.n.01,ophthalmologist
27-1026,heart surgeon,cardiologist.n.01,heart_surgeon
27-1026,cardiologist,cardiologist.n.01,cardiologist
27-1026,oncologist,oncologist.n.01,oncologist
27-1026,accoucheur,obstetrician.n.01,accoucheur
27-1026,obstetrician,obstetrician.n.01,obstetrician
27-1026,brain doctor,neurologist.n.01,brain_doctor
27-1026,neurologist,neurologist.n.01,neurologist
27-1026,hygienist,hygienist.n.01,hygienist
27-1026,haematologist,hematologist.n.01,haematologist
27-1026,gynecologist,gynecologist.n.01,gynecologist
27-1026,gerontologist,gerontologist.n.01,gerontologist
27-1026,rhinolaryngologist,ent_man.n.01,rhinolaryngologist
27-1026,otolaryngologist,ent_man.n.01,otolaryngologist
27-1026,ear - nose - and - throat doctor,ent_man.n.01,ear-nose-and-throat_doctor
27-1026,otorhinolaryngologist,ent_man.n.01,otorhinolaryngologist
27-1026,endocrinologist,endocrinologist.n.01,endocrinologist
27-1026,embryologist,embryologist.n.01,embryologist
27-1026,otologist,ear_doctor.n.01,otologist
27-1026,ear doctor,ear_doctor.n.01,ear_doctor
27-1026,ear specialist,ear_doctor.n.01,ear_specialist
27-1026,diplomate,diplomate.n.01,diplomate
27-1026,diagnostician,diagnostician.n.01,diagnostician
27-1026,pathologist,diagnostician.n.01,pathologist
27-1026,dermatologist,dermatologist.n.01,dermatologist
27-1026,podiatrist,chiropodist.n.01,podiatrist
27-1026,foot doctor,chiropodist.n.01,foot_doctor
27-1026,chiropodist,chiropodist.n.01,chiropodist
27-1026,heart specialist,cardiologist.n.01,heart_specialist
27-1026,woman 's s doctor,gynecologist.n.01,woman's_doctor
27-1026,window dresser,window_dresser.n.01,window_dresser
27-1027,house decorator,interior_designer.n.01,house_decorator
27-1027,room decorator,interior_designer.n.01,room_decorator
27-1027,interior designer,interior_designer.n.01,interior_designer
27-1027,interior decorator,interior_designer.n.01,interior_decorator
27-1027,decorator,interior_designer.n.01,decorator
27-1027,theater set production designer,theater.n.01 typeset.v.01 production.n.08 interior_designer.n.01,theater_set_production_designer
27-1027,designer,interior_designer.n.01,designer
27-1027,scenic designer,scenic.s.01 interior_designer.n.01,scenic_designer
27-1027,set decorator,typeset.v.01 interior_designer.n.01,set_decorator
27-1027,set designer,stage_set.n.01 interior_designer.n.01,set_designer
27-1027,stage scenery designer,stagecoach.n.01 scenery.n.01 interior_designer.n.01,stage_scenery_designer
27-1027,set and exhibit designer,stage_set.n.01 exhibit.n.01 interior_designer.n.01,set_and_exhibit_designers
27-1029,"designer , all other",interior_designer.n.01,"designers,_all_other"
27-1029,memorial marker designer,memorial.n.03 marker.n.03 interior_designer.n.01,memorial_marker_designer
27-1029,room decorator,interior_designer.n.01,room_decorator
27-1029,interior designer,interior_designer.n.01,interior_designer
27-1029,designer,interior_designer.n.01,designer
27-1029,decorator,interior_designer.n.01,decorator
27-1029,interior decorator,interior_designer.n.01,interior_decorator
27-1029,house decorator,interior_designer.n.01,house_decorator
27-2011,mummer,mime.n.01,mummer
27-2011,screen actor,screen_actor.n.01,screen_actor
27-2011,movie actor,screen_actor.n.01,movie_actor
27-2011,principal,star.n.04,principal
27-2011,ornamentalist,decorator.n.02,ornamentalist
27-2011,decorator,decorator.n.02,decorator
27-2011,classicist,classicist.n.01,classicist
27-2011,graphic artist,printmaker.n.01,graphic_artist
27-2011,lensman,photographer.n.01,lensman
27-2011,photographer,photographer.n.01,photographer
27-2011,tragedienne,tragedienne.n.01,tragedienne
27-2011,upstager,upstager.n.01,upstager
27-2011,painter,painter.n.01,painter
27-2011,musician,musician.n.02,musician
27-2011,master,maestro.n.01,master
27-2011,illustrator,illustrator.n.01,illustrator
27-2011,expressionist,expressionist.n.01,expressionist
27-2011,printmaker,printmaker.n.01,printmaker
27-2011,sculpturer,sculptor.n.01,sculpturer
27-2011,sculptor,sculptor.n.01,sculptor
27-2011,spear carrier,supernumerary.n.02,spear_carrier
27-2011,pantomimist,mime.n.01,pantomimist
27-2011,pantomimer,mime.n.01,pantomimer
27-2011,tragedian,tragedian.n.02,tragedian
27-2011,comedian,comedian.n.02,comedian
27-2011,vaudeville actor,vaudeville.n.01 actor.n.02,vaudeville_actor
27-2011,ham actor,ham.n.04,ham_actor
27-2011,monologist,monologist.n.01,monologist
27-2011,dramatic reader,dramatic.s.02 subscriber.n.02,dramatic_reader
27-2011,actres,actress.n.01,actress
27-2011,actor understudy,actor.n.01 understudy.n.01,actor_understudy
27-2011,histrion,actor.n.01,histrion
27-2011,actor,actor.n.01,actor
27-2011,actor,actor.n.01,actors
27-2011,voice - over artist,artist.n.01,voice-over_artist
27-2011,artist,artist.n.01,artist
27-2011,subscriber,subscriber.n.02,subscriber
27-2011,playactor,barnstormer.n.01,playactor
27-2011,play - actor,barnstormer.n.01,play-actor
27-2011,trouper,barnstormer.n.01,trouper
27-2011,role player,actor.n.01,role_player
27-2012,casting director,vomit.v.01 film_director.n.01,casting_director
27-2012,car maker,car_manufacturer.n.01,car_maker
27-2012,automaker,car_manufacturer.n.01,automaker
27-2012,computer busines,computer_business.n.01,computer_business
27-2012,filmmaker,film_maker.n.01,filmmaker
27-2012,music video producer,music.n.05 video_recording.n.01 producer.n.03,music_video_producer
27-2012,movie maker,film_maker.n.01,movie_maker
27-2012,independent film maker,independent.s.04 movie.n.01 manufacturer.n.01,independent_film_maker
27-2012,independent video producer,independent.s.04 video_recording.n.01 producer.n.03,independent_video_producer
27-2012,motion picture director,apparent_motion.n.01 word_picture.n.01 film_director.n.01,motion_picture_director
27-2012,movie producer,movie.n.01 producer.n.03,movie_producer
27-2012,music video director,music.n.05 video_recording.n.01 film_director.n.01,music_video_director
27-2012,auto manufacturer,car_manufacturer.n.01,auto_manufacturer
27-2012,film maker,film_maker.n.01,film_maker
27-2012,armourer,armorer.n.03,armourer
27-2012,producer and director,producer.n.03 film_director.n.01,producers_and_directors
27-2012,supervisor,supervisory_program.n.01,supervisor
27-2012,news production supervisor,newsworthiness.n.01 production.n.08 supervisory_program.n.01,news_production_supervisor
27-2012,newscast producer,newscast.n.01 producer.n.03,newscast_producer
27-2012,on - air director,film_director.n.01,on-air_director
27-2012,director,film_director.n.01,director
27-2012,film director,film_director.n.01,film_director
27-2012,pageant director,pageant.n.02 film_director.n.01,pageant_director
27-2012,radio producer,radio_receiver.n.01 producer.n.03,radio_producer
27-2012,stage manager,stage_manager.n.01,stage_manager
27-2012,television news producer,television_receiver.n.01 newsworthiness.n.01 producer.n.03,television_news_producer
27-2012,television newscast director,television_receiver.n.01 newscast.n.01 film_director.n.01,television_newscast_director
27-2012,television producer,television_receiver.n.01 producer.n.03,television_producer
27-2012,television program director,television_receiver.n.01 broadcast.n.02 film_director.n.01,television_program_director
27-2012,theater company producer,theater.n.01 ship's_company.n.01 producer.n.03,theater_company_producer
27-2012,video producer,video_recording.n.01 producer.n.03,video_producer
27-2012,producer,producer.n.03,producer
27-2012,manufacturer,manufacturer.n.01,manufacturer
27-2012,maker,manufacturer.n.01,maker
27-2012,supervisory program,supervisory_program.n.01,supervisory_program
27-2012,broadcast producer,broadcast.n.02 producer.n.03,broadcast_producer
27-2012,armorer,armorer.n.03,armorer
27-2012,newscast director,newscast.n.01 film_director.n.01,newscast_director
27-2021,linksman,golfer.n.01,linksman
27-2021,golf player,golfer.n.01,golf_player
27-2021,golfer,golfer.n.01,golfer
27-2021,wrestler,wrestler.n.01,wrestler
27-2021,professional soccer player,professional.s.05 soccer.n.01 player.n.05,professional_soccer_player
27-2021,ski jumper,ski_jumper.n.01,ski_jumper
27-2021,skateboarder,skateboarder.n.01,skateboarder
27-2021,swimmer,swimmer.n.02,swimmer
27-2021,professional wrestler,professional.s.05 wrestler.n.01,professional_wrestler
27-2021,tenni pro,tennis_pro.n.01,tennis_pro
27-2021,professional surfer,professional.s.05 surfer.n.01,professional_surfer
27-2021,sparring partner,sparring_partner.n.01,sparring_partner
27-2021,professional stock car driver,professional.s.05 store.n.02 car.n.04 driver.n.05,professional_stock_car_driver
27-2021,professional softball player,professional.s.05 softball.n.02 player.n.05,professional_softball_player
27-2021,fisherman,fisherman.n.01,fisherman
27-2021,professional snowboarder,professional.s.05 snowboarder.n.01,professional_snowboarder
27-2021,professional skier,professional.s.05 skier.n.01,professional_skier
27-2021,professional skater,professional.s.05 skater.n.01,professional_skater
27-2021,cager,basketball_player.n.01,cager
27-2021,professional roller skater,professional.s.05 roller.n.07 skater.n.01,professional_roller_skater
27-2021,professional pugilist,professional.s.05 boxer.n.01,professional_pugilist
27-2021,professional prize fighter,professional.s.05 trophy.n.02 fighter.n.02,professional_prize_fighter
27-2021,professional motocros racer,professional.s.05 racer.n.04,professional_motocross_racer
27-2021,professional kick boxer,professional.s.05 recoil.n.01 packer.n.01,professional_kick_boxer
27-2021,professional ice skater,professional.s.05 methamphetamine.n.01 skater.n.01,professional_ice_skater
27-2021,professional hockey player,professional.s.05 ice_hockey.n.01 player.n.05,professional_hockey_player
27-2021,golf pro,golf_pro.n.01,golf_pro
27-2021,professional golfer,golf_pro.n.01,professional_golfer
27-2021,professional football player,professional.a.01 football.n.02 player.n.05,professional_football_player
27-2021,professional figure skater,professional.s.05 trope.n.01 skater.n.01,professional_figure_skater
27-2021,junior welterweight,junior_welterweight.n.01,junior_welterweight
27-2021,junior middleweight,junior_middleweight.n.01,junior_middleweight
27-2021,professional race car driver,professional.s.05 subspecies.n.01 car.n.04 driver.n.05,professional_race_car_driver
27-2021,fisher,fisherman.n.01,fisher
27-2021,letterman,letterman.n.01,letterman
27-2021,professional bull rider,professional.s.05 taurus.n.04 rider.n.03,professional_bull_rider
27-2021,driver,driver.n.03,driver
27-2021,medalist,medalist.n.02,medalist
27-2021,trawler,trawler.n.01,trawler
27-2021,interceptor,interceptor.n.01,interceptor
27-2021,basketball player,basketball_player.n.01,basketball_player
27-2021,basketeer,basketball_player.n.01,basketeer
27-2021,climber,climber.n.04,climber
27-2021,professional billiard player,professional.s.05 billiard.a.01 player.n.05,professional_billiard_player
27-2021,professional bas fisher,professional.s.05 sea_bass.n.01 fisherman.n.01,professional_bass_fisher
27-2021,professional basketball player,professional.s.05 basketball.n.01 player.n.05,professional_basketball_player
27-2021,professional baseball player,professional.s.05 baseball.n.01 player.n.05,professional_baseball_player
27-2021,skin - diver,skin-diver.n.01,skin-diver
27-2021,professional baseball pitcher,professional.s.05 baseball.n.02 pitcher.n.05,professional_baseball_pitcher
27-2021,cricketer,cricketer.n.01,cricketer
27-2021,footballer,football_player.n.01,footballer
27-2021,gymnast,gymnast.n.01,gymnast
27-2021,hockey player,hockey_player.n.01,hockey_player
27-2021,hurdler,hurdler.n.01,hurdler
27-2021,professional car racer,professional.s.05 car.n.01 racer.n.02,professional_car_racer
27-2021,professional athlete,professional.a.01 athlete.n.01,professional_athlete
27-2021,professional all terrain vehicle racer,professional.s.05 terrain.n.01 vehicle.n.03 racer.n.04,professional_all_terrain_vehicle_racer
27-2021,profession cyclist,profession.n.04 cyclist.n.01,profession_cyclist
27-2021,national association for stock car auto racing driver,national.s.04 association.n.08 store.n.02 car.n.01 car.n.01 racing.n.01 driver.n.05,national_association_for_stock_car_auto_racing_driver
27-2021,athlete and sport competitor,athlete.n.01 sport.n.05 rival.n.01,athletes_and_sports_competitors
27-2021,professional auto racer,professional.s.05 car.n.01 racer.n.02,professional_auto_racer
27-2021,aquanaut,skin-diver.n.01,aquanaut
