code,title,sense,original
49-9052,fio line installer,wrinkle.n.01 install.v.03,fios_line_installer
49-9052,fiber optic technician,roughage.n.01 ocular.a.02 technician.n.02,fiber_optic_technician
49-9052,technician,technician.n.02,technician
49-9052,telephony,telephone.n.02,telephony
49-9052,telephone line repairer,telephone.n.02 telephone_line.n.02 mender.n.01,telephone_lines_repairer
49-9052,telephone lineworker,telephone.n.02,telephone_lineworker
49-9052,telecommunication line installer,telecommunication.n.02 wrinkle.n.01 install.v.03,telecommunications_line_installer
49-9052,telephone cable splicer,telephone.n.02 cable_television.n.01 splicer.n.03,telephone_cable_splicer
49-9052,splicer,splicer.n.03,splicer
49-9061,camera repair technician,television_camera.n.01 repair.n.02 technician.n.02,camera_repair_technician
49-9061,camera machinist,television_camera.n.01 machinist.n.01,camera_machinist
49-9061,technician,technician.n.02,technician
49-9061,mechanic,machinist.n.01,mechanic
49-9061,shop mechanic,machinist.n.01,shop_mechanic
49-9061,machinist,machinist.n.01,machinist
49-9061,maintenance man,repairman.n.01,maintenance_man
49-9061,service man,repairman.n.01,service_man
49-9061,repairman,repairman.n.01,repairman
49-9061,camera repairer,television_camera.n.01 mender.n.01,camera_repairer
49-9061,photographic equipment technician,photographic.a.01 equipment.n.01 technician.n.02,photographic_equipment_technician
49-9061,repairer,mender.n.01,repairer
49-9061,mender,mender.n.01,mender
49-9061,aircraft photographic equipment repairer,aircraft.n.01 photographic.a.01 equipment.n.01 mender.n.01,aircraft_photographic_equipment_repairer
49-9061,camera and photographic equipment repairer,television_camera.n.01 photographic.a.01 equipment.n.01 mender.n.01,camera_and_photographic_equipment_repairers
49-9062,surgical instrument mechanic,surgical.a.01 musical_instrument.n.01 machinist.n.01,surgical_instrument_mechanic
49-9062,dental equipment mechanic,dental.a.02 equipment.n.01 machinist.n.01,dental_equipment_mechanic
49-9062,radiology equipment servicer,radioscopy.n.01 equipment.n.01,radiology_equipment_servicer
49-9062,medical equipment repairer,medical.a.02 equipment.n.01 mender.n.01,medical_equipment_repairers
49-9062,biomedical electronic technician,biomedical.a.01 electronics.n.01 technician.n.02,biomedical_electronics_technician
49-9062,biomedical equipment technician,biomedical.a.01 equipment.n.01 technician.n.02,biomedical_equipment_technician
49-9062,certified biomedical equipment technician,license.v.01 biomedical.a.01 equipment.n.01 technician.n.02,certified_biomedical_equipment_technician
49-9062,dental equipment repairer,dental.a.02 equipment.n.01 mender.n.01,dental_equipment_repairer
49-9062,durable medical equipment repairer,durable.s.03 medical.a.02 equipment.n.01 mender.n.01,durable_medical_equipment_repairer
49-9062,service man,repairman.n.01,service_man
49-9062,repairman,repairman.n.01,repairman
49-9062,mechanic,machinist.n.01,mechanic
49-9062,shop mechanic,machinist.n.01,shop_mechanic
49-9062,machinist,machinist.n.01,machinist
49-9062,technician,technician.n.02,technician
49-9062,mender,mender.n.01,mender
49-9062,repairer,mender.n.01,repairer
49-9062,maintenance man,repairman.n.01,maintenance_man
49-9063,chip tuner,chip.n.09 tuner.n.01,chip_tuner
49-9063,guitar repairer,guitar.n.01 mender.n.01,guitar_repairer
49-9063,banjo repairer,banjo.n.01 mender.n.01,banjo_repairer
49-9063,home - builder,homebuilder.n.01,home-builder
49-9063,homebuilder,homebuilder.n.01,homebuilder
49-9063,accordion repairer,accordion.n.01 mender.n.01,accordion_repairer
49-9063,ship builder,shipbuilder.n.02,ship_builder
49-9063,band instrument repair technician,set.n.05 musical_instrument.n.01 repair.n.02 technician.n.02,band_instrument_repair_technician
49-9063,shipbuilder,shipbuilder.n.02,shipbuilder
49-9063,musical instrument repairer and tuner,musical.a.01 musical_instrument.n.01 mender.n.01 tuner.n.01,musical_instrument_repairers_and_tuners
49-9063,jerry - builder,jerry-builder.n.01,jerry-builder
49-9063,piano tuner,tuner.n.01,piano_tuner
49-9063,road builder,road_builder.n.01,road_builder
49-9063,pipe organ technician,organ_pipe.n.01 organ.n.05 technician.n.02,pipe_organ_technician
49-9063,stringed instrument repairer,string.v.07 musical_instrument.n.01 mender.n.01,stringed_instrument_repairer
49-9063,repairer,mender.n.01,repairer
49-9063,mender,mender.n.01,mender
49-9063,technician,technician.n.02,technician
49-9063,piano technician,piano.n.02 technician.n.02,piano_technician
49-9063,percussion instrument repairer,percussion_section.n.01 musical_instrument.n.01 mender.n.01,percussion_instrument_repairer
49-9063,constructor,builder.n.03,constructor
49-9063,organ tuner,organ.n.05 tuner.n.01,organ_tuner
49-9063,repairman,repairman.n.01,repairman
49-9063,maintenance man,repairman.n.01,maintenance_man
49-9063,service man,repairman.n.01,service_man
49-9063,boatbuilder,boatbuilder.n.01,boatbuilder
49-9063,builder,builder.n.03,builder
49-9063,keyboard instrument repairer,keyboard.n.02 musical_instrument.n.01 mender.n.01,keyboard_instrument_repairer
49-9063,house - builder,homebuilder.n.01,house-builder
49-9063,housebuilder,homebuilder.n.01,housebuilder
49-9063,contractor,contractor.n.01,contractor
49-9063,mandolin repairer,mandolin.n.01 mender.n.01,mandolin_repairer
49-9063,organ installer,organ.n.05 install.v.03,organ_installer
49-9064,watch and clock repairer,watch.n.04 clock.n.01 mender.n.01,watch_and_clock_repairers
49-9064,antique clock repairer,old-timer.n.02 clock.n.01 mender.n.01,antique_clock_repairer
49-9064,clock repair technician,clock.n.01 repair.n.02 technician.n.02,clock_repair_technician
49-9064,clocksmith,clocksmith.n.01,clocksmith
49-9064,service man,repairman.n.01,service_man
49-9064,watchmaker,watchmaker.n.01,watchmaker
49-9064,time piece repairer,time.n.03 while.n.01 mender.n.01,time_piece_repairer
49-9064,repairer,mender.n.01,repairer
49-9064,mender,mender.n.01,mender
49-9064,technician,technician.n.02,technician
49-9064,repairman,repairman.n.01,repairman
49-9064,maintenance man,repairman.n.01,maintenance_man
49-9064,clockmaker,clocksmith.n.01,clockmaker
49-9069,adjustor,adjuster.n.01,adjustor
49-9069,claim adjustor,adjuster.n.01,claims_adjustor
49-9069,claim adjuster,adjuster.n.01,claims_adjuster
49-9069,adjuster,adjuster.n.01,adjuster
49-9069,mender,mender.n.01,mender
49-9069,repairer,mender.n.01,repairer
49-9069,maintenance man,repairman.n.01,maintenance_man
49-9069,gyroscope repairer,gyroscope.n.01 mender.n.01,gyroscope_repairer
49-9069,service man,repairman.n.01,service_man
49-9069,repairman,repairman.n.01,repairman
49-9069,telescope repairer,telescope.n.01 mender.n.01,telescope_repairer
49-9071,building maintenance mechanic,construction.n.07 sustenance.n.03 machinist.n.01,building_maintenance_mechanic
49-9071,"maintenance and repair worker , general",care.n.06 repair.n.01 worker.n.03 general.s.05,"maintenance_and_repair_workers,_general"
49-9071,building mechanic,construction.n.07 machinist.n.01,building_mechanic
49-9071,worker,worker.n.03,worker
49-9071,mechanic,machinist.n.01,mechanic
49-9071,building service mechanic,construction.n.07 servicing.n.01 machinist.n.01,building_services_mechanic
49-9071,soldier,soldier.n.02,soldier
49-9071,maintenance mechanic,sustenance.n.03 machinist.n.01,maintenance_mechanic
49-9071,mechanic handyman,machinist.n.01 handyman.n.01,mechanics_handyman
49-9071,facility maintenance worker,facility.n.05 sustenance.n.03 worker.n.03,facilities_maintenance_worker
49-9071,odd - job man,handyman.n.01,odd-job_man
49-9071,technician,technician.n.02,technician
49-9071,machinist,machinist.n.01,machinist
49-9071,shop mechanic,machinist.n.01,shop_mechanic
49-9071,plant maintenance technician,plant.n.04 sustenance.n.03 technician.n.02,plant_maintenance_technician
49-9081,wind energy technician,wind_instrument.n.01 energy.n.06 technician.n.02,wind_energy_technician
49-9081,wind turbine technician,wind_instrument.n.01 turbine.n.01 technician.n.02,wind_turbine_technician
49-9081,technician,technician.n.02,technician
49-9081,machinist,machinist.n.01,machinist
49-9081,shop mechanic,machinist.n.01,shop_mechanic
49-9081,mechanic,machinist.n.01,mechanic
49-9081,wind turbine mechanic,wind_instrument.n.01 turbine.n.01 machinist.n.01,wind_turbine_mechanic
49-9081,wind energy mechanic,wind_instrument.n.01 energy.n.06 machinist.n.01,wind_energy_mechanic
49-9081,wind turbine service technician,wind_instrument.n.01 turbine.n.01 servicing.n.01 technician.n.02,wind_turbine_service_technicians
49-9091,parking meter collector,park.v.02 meter.n.04 collector.n.04,parking_meter_collector
49-9091,"coin , vending , and amusement machine servicer and repairer",coin.n.01 vending.n.01 entertainment.n.01 machine.n.05 mender.n.01,"coin,_vending,_and_amusement_machine_servicers_and_repairers"
49-9091,arcade game mechanic,arcade.n.02 plot.n.01 mechanic.s.01,arcade_games_mechanic
49-9091,slot technician,time_slot.n.01 technician.n.02,slot_technician
49-9091,stamp machine servicer,stamp.n.07 machine.n.01,stamp_machine_servicer
49-9091,juke box mechanic,juke.n.02 corner.n.08 machinist.n.01,juke_box_mechanic
49-9091,technician,technician.n.02,technician
49-9091,vending machine filler,peddle.v.01 machine.n.05 makeweight.n.01,vending_machine_filler
49-9091,slot machine mechanic,slot.n.07 machine.n.05 machinist.n.01,slot_machine_mechanic
49-9091,mechanic,machinist.n.01,mechanic
49-9091,shop mechanic,machinist.n.01,shop_mechanic
49-9091,machinist,machinist.n.01,machinist
49-9092,scuba diver,scuba_diver.n.01,scuba_diver
49-9092,submarine diver,submarine.n.01 loon.n.02,submarine_diver
49-9092,welder,welder.n.01,welder
49-9092,diver,loon.n.02,diver
49-9092,marine diver,marine.n.02 loon.n.02,marine_diver
49-9092,commercial diver,commercial.s.03 loon.n.02,commercial_divers
49-9092,salvage diver,salvage.n.03 loon.n.02,salvage_diver
49-9094,shop mechanic,machinist.n.01,shop_mechanic
49-9094,car maker,car_manufacturer.n.01,car_maker
49-9094,auto manufacturer,car_manufacturer.n.01,auto_manufacturer
49-9094,armourer,armorer.n.03,armourer
49-9094,armorer,armorer.n.03,armorer
49-9094,mechanic,machinist.n.01,mechanic
49-9094,machinist,machinist.n.01,machinist
49-9094,lock expert,lock.n.06 expert.n.01,lock_expert
49-9094,fitter,fitter.n.01,fitter
49-9094,maker,manufacturer.n.01,maker
49-9094,manufacturer,manufacturer.n.01,manufacturer
49-9094,safe and vault installer,safe.s.02 vault.n.04 install.v.03,safe_and_vault_installer
49-9094,lock technician,lock.n.06 technician.n.02,lock_technician
49-9094,key maker,winder.n.02 manufacturer.n.01,key_maker
49-9094,locksmith and safe repairer,locksmith.n.01 safe.s.02 mender.n.01,locksmiths_and_safe_repairers
49-9094,technician,technician.n.02,technician
49-9094,computer busines,computer_business.n.01,computer_business
49-9094,automaker,car_manufacturer.n.01,automaker
49-9095,micropeni,micropenis.n.01,micropenis
49-9095,shop mechanic,machinist.n.01,shop_mechanic
49-9095,machinist,machinist.n.01,machinist
49-9095,technician,technician.n.02,technician
49-9095,mobile home technician,mobile.s.04 home_plate.n.01 technician.n.02,mobile_home_technician
49-9095,mobile home servicer,mobile.s.04 home_plate.n.01,mobile_home_servicer
49-9095,mobile home mechanic,mobile.s.04 home_plate.n.01 machinist.n.01,mobile_home_mechanic
49-9095,housetrailer servicer,,housetrailer_servicer
49-9095,manufactured building and mobile home installer,manufacture.v.04 construction.n.07 mobile.s.04 home_plate.n.01 install.v.03,manufactured_building_and_mobile_home_installers
49-9095,mechanic,machinist.n.01,mechanic
49-9096,ship rigger,ship.n.01 rigger.n.01,ship_rigger
49-9096,crane rigger,grus.n.01 rigger.n.04,crane_rigger
49-9096,gantry rigger,gantry.n.01 rigger.n.04,gantry_rigger
49-9096,marine rigger,marine.n.02 rigger.n.04,marine_rigger
49-9096,theatrical rigger,theatrical.a.02 rigger.n.04,theatrical_rigger
49-9096,operator,operator.n.05,operator
49-9096,rigger,rigger.n.01,rigger
49-9096,rigger,rigger.n.01,riggers
49-9097,maintainer,upholder.n.01,maintainer
49-9097,railway signal technician,railway.n.01 signal.s.01 technician.n.02,railway_signal_technician
49-9097,third rail installer,third.s.01 track.n.09 install.v.03,third_rail_installer
49-9097,electric track switch maintainer,electric.s.03 track.n.11 switch.n.04 upholder.n.01,electric_track_switch_maintainer
49-9097,signal and track switch repairer,signal.n.03 track.n.11 switch.n.04 mender.n.01,signal_and_track_switch_repairers
49-9097,train control electronic technician,train.n.05 restraint.n.02 electronic.a.02 technician.n.02,train_control_electronic_technician
49-9097,train control technician,train.n.05 restraint.n.02 technician.n.02,train_control_technician
49-9097,technician,technician.n.02,technician
49-9097,upholder,upholder.n.01,upholder
49-9097,machinist,machinist.n.01,machinist
49-9097,shop mechanic,machinist.n.01,shop_mechanic
49-9097,mechanic,machinist.n.01,mechanic
49-9097,rail signal mechanic,vilify.v.01 signal.n.03 machinist.n.01,rail_signal_mechanic
49-9098,meter repairer helper,meter.n.04 mender.n.01 benefactor.n.01,meter_repairer_helper
49-9098,lieutenant,deputy.n.02,lieutenant
49-9098,streetcar repairer helper,streetcar.n.01 mender.n.01 benefactor.n.01,streetcar_repairer_helper
49-9098,assistant,assistant.n.01,assistant
49-9098,aide,aide.n.02,aide
49-9098,attender,attendant.n.01,attender
49-9098,whipper - in,whipper-in.n.01,whipper-in
49-9098,foot soldier,subordinate.n.01,foot_soldier
49-9098,subordinate,subordinate.n.01,subordinate
49-9098,sidesman,sidesman.n.01,sidesman
49-9098,secretarial assistant,secretary.n.02,secretarial_assistant
49-9098,chief assistant,right-hand_man.n.01,chief_assistant
49-9098,actor 's s assistant,dresser.n.03,actor's_assistant
49-9098,prompter,prompter.n.01,prompter
49-9098,theater prompter,prompter.n.01,theater_prompter
49-9098,fashion model,mannequin.n.01,fashion_model
49-9098,birthing coach,labor_coach.n.01,birthing_coach
49-9098,labor coach,labor_coach.n.01,labor_coach
49-9098,hatchet man,hatchet_man.n.02,hatchet_man
49-9098,enforcer,hatchet_man.n.02,enforcer
49-9098,facilitator,facilitator.n.01,facilitator
49-9098,event planner,event_planner.n.01,event_planner
49-9098,secretary,secretary.n.02,secretary
49-9098,paraprofessional,paraprofessional.n.01,paraprofessional
49-9098,attendant,attendant.n.01,attendant
49-9098,"helper -- installation , maintenance , and repair worker",assistant.n.01 installation.n.01 care.n.06 repair.n.01 worker.n.01,"helpers--installation,_maintenance,_and_repair_workers"
49-9098,dental assistant,dental_assistant.n.01,dental_assistant
49-9098,cable splicer helper,cable_television.n.01 splicer.n.03 benefactor.n.01,cable_splicer_helper
49-9098,hydroelectric machinery mechanic helper,hydroelectric.a.01 machinery.n.02 mechanic.s.01 benefactor.n.01,hydroelectric_machinery_mechanic_helper
49-9098,locksmith helper,locksmith.n.01 benefactor.n.01,locksmith_helper
49-9098,logging equipment mechanic helper,log.v.02 equipment.n.01 mechanic.s.01 benefactor.n.01,logging_equipment_mechanic_helper
49-9098,mechanic 's s assistant,machinist.n.01 assistant.n.01,mechanic's_assistant
49-9099,parachute repairer,parachute.n.01 mender.n.01,parachute_repairer
49-9099,service man,repairman.n.01,service_man
49-9099,maintenance man,repairman.n.01,maintenance_man
49-9099,mechanic,machinist.n.01,mechanic
49-9099,shop mechanic,machinist.n.01,shop_mechanic
49-9099,machinist,machinist.n.01,machinist
49-9099,mender,mender.n.01,mender
49-9099,repairer,mender.n.01,repairer
49-9099,ski lift mechanic,ski.v.01 ski_tow.n.01 machinist.n.01,ski_lift_mechanic
49-9099,repairman,repairman.n.01,repairman
49-9099,fire extinguisher installer,fire.n.09 fire_extinguisher.n.01 install.v.03,fire_extinguisher_installer
49-9099,curtain mender,curtain.n.02 mender.n.01,curtain_mender
49-9099,bowling alley mechanic,bowl.v.03 bowling_alley.n.02 machinist.n.01,bowling_alley_mechanic
49-9099,gasoline pump installer,gasoline.n.01 pump.n.03 install.v.03,gasoline_pump_installer
49-9099,"installation , maintenance , and repair worker , all other",installation.n.01 care.n.06 repair.n.01 worker.n.03,"installation,_maintenance,_and_repair_workers,_all_other"
51-1011,paper machine supervisor,paper.n.05 machine.n.05 supervisory_program.n.01,paper_machine_supervisor
51-1011,printing worker supervisor,print.v.04 worker.n.03 supervisory_program.n.01,printing_worker_supervisor
51-1011,tool room supervisor,tool.n.01 room.n.04 supervisory_program.n.01,tool_room_supervisor
51-1011,supervisory program,supervisory_program.n.01,supervisory_program
51-1011,supervisor,supervisory_program.n.01,supervisor
51-1011,machine assembler supervisor,machine.n.05 assembler.n.01 supervisory_program.n.01,machine_assembler_supervisor
51-1011,machinist supervisor,machinist.n.01 supervisory_program.n.01,machinist_supervisor
